0,73
0,88
0,83
98,187
37,96
296,310
147,231
31,142
230,43
298,0
251,190
197,0
157,102
106,0
47,153
235,262
204,290
161,0
115,0
58,0
0,60
169,113
61,0
118,64
170,0
210,203
63,114
117,159
168,63
166,157
64,109
59,201
209,0
55,0
206,263
203,290
162,198
234,240
108,104
46,51
53,0
158,0
107,0
313,193
264,48
44,151
153,289
297,0
150,146
279,43
150,146
312,310
257,231
96,0
33,37
145,141
358,311
229,40
100,94
0,305
78,19
244,247
125,271
177,297
74,210
179,168
245,123
128,0
14,77
215,0
9,0
327,0
318,0
174,0
285,164
240,7
1,2
301,118
326,0
5,0
317,0
213,0
268,121
241,9
69,70
303,0
0,305
133,81
81,24
288,0
81,24
271,0
309,0
183,274
221,177
248,217
20,251
390,336
88,131
251,279
331,0
333,0
91,135
141,180
225,221
25,87
273,321
187,280
93,34
52,57
111,107
164,293
237,316
114,110
165,158
57,61
116,62
60,202
167,0
48,52
51,56
282,0
113,265
284,59
56,111
266,108
208,156
283,264
112,58
0,266
0,242
0,294
49,54
109,0
0,327
0,241
0,292
0,106
0,199
0,154
0,291
0,315
15,20
11,13
304,343
269,330
0,358
127,0
15,0
270,0
75,0
127,0
243,270
10,76
126,211
0,10
330,356
302,163
325,328
65,3
121,117
67,66
0,355
0,1
311,338
35,93
193,143
99,39
227,186
38,41
259,0
0,49
0,103
0,354
0,325
0,340
0,233
0,236
278,260
41,45
102,147
199,192
152,98
275,322
329,226
0,257
0,350
265,326
299,0
281,0
154,99
43,47
103,148
151,189
194,285
0,232
202,196
159,239
315,0
205,200
50,55
163,155
207,0
62,112
0,204
110,105
160,152
236,197
280,312
263,97
198,191
233,235
323,0
155,150
105,101
201,195
324,314
149,145
195,188
260,0
101,95
231,339
40,44
0,259
0,228
144,0
276,283
295,0
191,0
32,0
254,255
27,137
97,227
34,38
256,324
277,230
39,42
196,0
228,144
0,284
0,185
42,46
262,287
0,234
0,286
232,313
104,149
200,237
156,100
314,194
45,50
0,238
0,261
0,53
90,0
185,253
0,335
250,347
139,31
0,278
184,85
18,84
0,304
328,307
23,132
0,320
87,27
0,349
83,128
0,215
0,174
26,32
188,181
142,222
226,91
253,182
28,281
94,138
310,223
30,36
294,256
0,323
0,282
146,258
322,309
119,267
3,4
64,0
0,206
173,269
68,295
0,243
0,329
122,208
171,67
0,214
287,352
217,21
77,300
180,170
307,79
73,74
0,296
0,209
0,167
0,331
0,14
0,17
0,122
72,166
0,318
178,75
0,298
0,212
13,18
0,273
79,125
130,80
181,171
0,346
0,176
0,335
 267,268
300,0
238,245
212,205
172,6
6,69
0,162
0,342
175,357
124,351
0,11
0,120
8,12
0,317
2,3
0,341
0,207
211,160
239,116
316,244
4,5
66,65
0,68
0,161
120,115
0,71
123,0
70,119
176,0
7,8
71,165
214,72
242,0
319,0
306,246
216,15
286,169
76,78
0,299
0,344
0,213
129,124
218,0
16,22
247,302
84,173
134,249
0,334
0,275
0,28
12,0
0,316
0,332
132,127
0,301
220,248
82,82
182,216
135,175
272,0
249,130
21,26
86,219
291,252
0,353
0,218
332,359
24,30
292,348
224,136
92,89
0,337
274,308
143,35
189,90
29,224
192,0
95,140
148,184
36,229
190,183
0,139
0,225
255,92
223,0
137,277
0,306
252,134
22,29
289,345
222,178
0,220
186,86
140,133
89,179
293,0
0,254
321,276
85,129
19,25
136,250
0,83
219,303
17,23
246,0
80,333
0,172
131,126
320,0
0,272
